id,"code","name","definition","hierarchy_id/id","contains_id/id","source_id/id","system"
hc_patient.breed_131844008,"131844008","Chinese white goose breed","Chinese white goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131840004,"131840004","Diepholz goose breed","Diepholz goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_23469003,"23469003","Domestic goose","Domestic goose (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131843002,"131843002","Embden goose breed","Embden goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_70881005,"70881005","greylag goose","Anser anser anser (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_83842004,"83842004","Hungarian goose","Hungarian goose (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_112496006,"112496006","Pilgrim goose","Pilgrim goose (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131848006,"131848006","Pomeranian goose breed","Pomeranian goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131849003,"131849003","Roman goose breed","Roman goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131850003,"131850003","Scania goose breed","Scania goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131855008,"131855008","Sebastopol goose breed","Sebastopol goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131856009,"131856009","Swedish Island goose breed","Swedish Island goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_131846005,"131846005","Toulouse goose breed","Toulouse goose breed (organism)","hc_patient.species_125104001","hc_patient.breed_125104001","base.snomed","http://snomed.info"
hc_patient.breed_388445009,"388445009","horse","Genus Equus (organism) Includes donkey, mule",,,"base.snomed","http://hl7.org/fhir/ValueSet/animal-breeds"
hc_patient.breed_85626006,"85626006","Equus asinus","Equus asinus (organism)","hc_patient.species_388445009","hc_patient.breed_388445009","base.snomed","http://snomed.info"
hc_patient.breed_35354009,"35354009","Equus caballus","Equus caballus (organism)","hc_patient.species_388445009","hc_patient.breed_388445009","base.snomed","http://snomed.info"
hc_patient.breed_125086000,"125086000","Equus caballus gmelini X Equus caballus caballus","Equus caballus gmelini X Equus caballus caballus (organism)","hc_patient.species_388445009","hc_patient.breed_388445009","base.snomed","http://snomed.info"
hc_patient.breed_133068005,"133068005","Abtenauer horse breed","Abtenauer horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133122005,"133122005","Abyssinian horse breed","Abyssinian horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133069002,"133069002","Adaev horse breed","Adaev horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133121003,"133121003","Akhal-Teke horse breed","Akhal-Teke horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133070001,"133070001","Albanian horse breed","Albanian horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133120002,"133120002","Altai horse breed","Altai horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133071002,"133071002","Alter Real horse breed","Alter Real horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_45790002,"45790002","American Albino horse","American Albino horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133072009,"133072009","American Bashkir Curly horse breed","American Bashkir Curly horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_90050009,"90050009","American Buckskin horse","American Buckskin horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_26837006,"26837006","American cream horse","American cream horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132951001,"132951001","American Indian Horse horse breed","American Indian Horse horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_54699009,"54699009","American miniature horse","American miniature horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132952008,"132952008","American Mustang horse breed","American Mustang horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_7623008,"7623008","American paint horse","American paint horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_46408008,"46408008","American pony","American pony (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132953003,"132953003","American Quarter Horse horse breed","American Quarter Horse horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132954009,"132954009","American Shetland pony horse breed","American Shetland pony horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_26973000,"26973000","American trotter horse","American trotter horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_72394007,"72394007","American tunis horse","American tunis horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133117005,"133117005","American Walking Pony horse breed","American Walking Pony horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132955005,"132955005","Anadolu horse breed","Anadolu horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_80777007,"80777007","Andalusian horse","Andalusian horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132956006,"132956006","Andean horse breed","Andean horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133044002,"133044002","Anglo-Arab horse breed","Anglo-Arab horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132957002,"132957002","Anglo-Kabarda horse breed","Anglo-Kabarda horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_55167009,"55167009","Appaloosa horse","Appaloosa horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131862004,"131862004","AraAppaloosa horse breed","AraAppaloosa horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_54098002,"54098002","Arabian horse","Arabian horse (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_450455003,"450455003","Arabo-Friesian horse breed","Arabo-Friesian horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133116001,"133116001","Ardennes horse breed","Ardennes horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131863009,"131863009","Argentine Criollo horse breed","Argentine Criollo horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131864003,"131864003","Argentine Polo Pony horse breed","Argentine Polo Pony horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132992005,"132992005","Asturian tarpan horse X domestic horse breed","Asturian tarpan horse X domestic horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_125086000","base.snomed","http://snomed.info"
hc_patient.breed_133131005,"133131005","Australian Brumby horse breed","Australian Brumby horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131865002,"131865002","Australian Pony horse breed","Australian Pony horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133132003,"133132003","Australian Stock Horse horse breed","Australian Stock Horse horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131866001,"131866001","Auxois horse breed","Auxois horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131867005,"131867005","Avelignese horse breed","Avelignese horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131868000,"131868000","Azerbaijan horse breed","Azerbaijan horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131869008,"131869008","Azores horse breed","Azores horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133118000,"133118000","Azteca horse breed","Azteca horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_132731005,"132731005","Baden Wurttemburg horse breed","Baden Wurttemburg horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133140009,"133140009","Balearic horse breed","Balearic horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131870009,"131870009","Bali horse breed","Bali horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131871008,"131871008","Balikun horse breed","Balikun horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133139007,"133139007","Baluchi horse breed","Baluchi horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133137009,"133137009","Ban-ei horse breed","Ban-ei horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_131873006,"131873006","Banker Horse horse breed","Banker Horse horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
hc_patient.breed_133136000,"133136000","Barb horse breed","Barb horse breed (organism)","hc_patient.species_388445009","hc_patient.breed_35354009","base.snomed","http://snomed.info"
